Data;IBOVESPA;IVVB11;DÓLAR;IFIX;OZ1D
23/02/2016;-1,65%;-1,05%;-0,09%;-0,25%;-1,34%
22/02/2016;4,07%;-0,28%;-1,17%;0,00%;-1,26%
19/02/2016;0,16%;-0,98%;-0,91%;0,29%;6,00%
18/02/2016;-0,37%;1,27%;-2,05%;-0,14%;3,09%
17/02/2016;1,67%;-0,32%;0,26%;-0,22%;1,04%
16/02/2016;2,13%;1,34%;1,41%;0,70%;1,41%
15/02/2016;0,72%;2,02%;-3,42%;-0,46%;-1,39%
12/02/2016;1,25%;2,20%;-1,56%;-0,26%;0,14%
11/02/2016;-2,62%;-0,44%;-2,00%;-0,10%;1,27%
10/02/2016;-0,53%;0,21%;0,29%;0,23%;-2,41%
05/02/2016;-0,56%;-1,20%;0,55%;-0,14%;-1,36%
04/02/2016;3,11%;-0,03%;0,45%;-0,12%;1,51%
03/02/2016;2,57%;-2,31%;-1,25%;1,17%;0,21%
02/02/2016;-4,87%;-1,68%;0,54%;-0,08%;-3,33%
01/02/2016;0,41%;-0,01%;0,17%;0,32%;2,11%
29/01/2016;4,60%;0,04%;-2,16%;1,30%;3,82%
28/01/2016;0,66%;0,87%;1,00%;-0,23%;-0,70%
27/01/2016;2,34%;-0,63%;-0,57%;-0,58%;0,00%
26/01/2016;-1,40%;-1,40%;0,26%;-0,83%;-0,35%
22/01/2016;0,83%;0,62%;0,82%;-0,46%;-1,04%
21/01/2016;0,19%;2,79%;-0,01%;0,15%;0,14%
20/01/2016;-1,08%;-1,27%;0,63%;-0,93%;-0,14%
19/01/2016;0,32%;-0,51%;0,58%;-0,65%;2,12%
18/01/2016;-1,64%;1,15%;1,12%;0,29%;-1,39%
15/01/2016;-2,36%;-1,63%;0,84%;-0,30%;2,50%
14/01/2016;1,43%;0,80%;-2,29%;-1,44%;1,60%
13/01/2016;-1,44%;-1,58%;-0,90%;-0,37%;-0,86%
12/01/2016;-1,09%;0,65%;-0,17%;0,34%;2,58%
11/01/2016;-1,63%;-0,75%;-1,10%;-0,61%;1,12%
08/01/2016;-0,20%;-1,23%;-1,00%;-0,35%;2,21%
07/01/2016;-2,58%;-1,34%;0,97%;-0,75%;-3,25%
06/01/2016;-1,52%;-1,08%;-1,27%;0,36%;-1,45%
05/01/2016;0,66%;-0,13%;-0,07%;-0,43%;-1,08%
04/01/2016;-2,79%;-0,82%;-0,57%;-0,77%;3,74%
30/12/2015;-0,70%;1,53%;-0,78%;-0,47%;2,44%
29/12/2015;-0,25%;1,28%;1,71%;-0,05%;-3,11%
28/12/2015;-0,57%;-2,57%;1,38%;0,70%;1,73%
23/12/2015;1,25%;0,00%;-0,15%;0,08%;0,53%
22/12/2015;0,62%;0,70%;-0,09%;0,37%;1,93%
21/12/2015;-1,62%;1,34%;0,45%;-0,04%;2,37%
18/12/2015;-2,98%;-0,32%;0,90%;0,35%;-3,07%
17/12/2015;0,55%;-1,08%;-1,08%;1,76%;0,38%
16/12/2015;0,32%;1,69%;0,36%;-4,84%;0,39%
15/12/2015;0,28%;1,84%;-0,24%;0,02%;2,05%
14/12/2015;-1,14%;-0,27%;-0,56%;-0,13%;-2,38%
11/12/2015;-0,81%;0,25%;0,43%;-0,30%;-1,14%
10/12/2015;-1,04%;1,63%;0,47%;-0,14%;-0,38%
09/12/2015;3,75%;-2,47%;-0,67%;0,10%;2,33%
08/12/2015;-1,72%;1,25%;3,43%;0,02%;0,77%
07/12/2015;-0,30%;-0,42%;0,00%;0,40%;-1,38%
04/12/2015;-2,23%;1,63%;1,44%;0,07%;1,80%
03/12/2015;3,29%;-3,79%;-1,77%;-0,87%;0,24%
02/12/2015;-0,29%;-0,88%;-0,84%;0,55%;-4,36%
01/12/2015;-0,16%;-0,66%;-0,29%;-0,49%;2,39%
30/11/2015;-1,64%;2,51%;-0,35%;0,33%;-0,84%
27/11/2015;-2,70%;0,88%;-0,15%;-0,32%;-0,76%
26/11/2015;0,60%;0,05%;1,97%;-0,36%;0,00%
25/11/2015;-2,94%;1,47%;0,34%;-0,41%;0,65%
24/11/2015;0,28%;-0,65%;-1,09%;0,14%;0,11%
23/11/2015;0,02%;0,25%;1,69%;-0,02%;-0,38%
19/11/2015;1,48%;-0,76%;-0,82%;0,48%;-0,38%
18/11/2015;0,40%;-0,36%;1,24%;-0,07%;0,00%
17/11/2015;0,86%;0,88%;2,29%;0,20%;-2,22%
16/11/2015;0,71%;-0,01%;0,28%;0,73%;-1,46%
13/11/2015;-0,78%;0,48%;-0,90%;0,01%;1,33%
12/11/2015;-0,39%;-0,98%;1,19%;-0,12%;-3,60%
11/11/2015;1,86%;-0,26%;-0,26%;0,05%;-0,88%
10/11/2015;0,03%;-0,17%;-1,04%;0,31%;-2,75%
09/11/2015;-1,54%;-0,19%;-1,49%;-0,12%;-0,21%
06/11/2015;-2,35%;-0,34%;-0,52%;0,14%;0,56%
05/11/2015;0,71%;-0,79%;0,62%;0,10%;-1,02%
04/11/2015;-0,71%;0,18%;2,96%;0,00%;0,82%
03/11/2015;4,76%;-0,85%;-0,55%;0,51%;-1,16%
30/10/2015;0,53%;-0,10%;-0,22%;-0,08%;1,71%
29/10/2015;-2,38%;-1,22%;1,64%;0,51%;-0,87%
28/10/2015;-0,64%;1,05%;-0,40%;0,14%;-0,14%
27/10/2015;-0,35%;-0,69%;0,61%;0,06%;1,74%
26/10/2015;-0,81%;0,48%;-1,16%;0,24%;-1,98%
23/10/2015;-0,37%;0,73%;-1,27%;-0,11%;0,97%
22/10/2015;1,59%;0,24%;-0,34%;0,25%;5,07%
21/10/2015;-0,11%;2,50%;-0,74%;-0,14%;-1,43%
20/10/2015;-0,78%;-1,23%;0,83%;0,13%;-1,06%
19/10/2015;0,45%;0,43%;0,07%;0,04%;-0,35%
16/10/2015;0,16%;0,55%;1,80%;-0,06%;-1,05%
15/10/2015;0,96%;2,37%;-1,72%;-0,21%;0,00%
14/10/2015;-1,38%;-1,52%;0,14%;0,09%;1,77%
13/10/2015;-4,00%;2,00%;-0,34%;-0,20%;-4,14%
09/10/2015;0,47%;-0,64%;0,44%;0,17%;-0,28%
08/10/2015;0,39%;-0,63%;0,55%;0,15%;2,22%
07/10/2015;2,47%;1,94%;-1,15%;0,40%;-1,16%
06/10/2015;0,29%;-2,39%;-1,20%;0,00%;-2,34%
05/10/2015;1,20%;1,02%;-1,88%;-0,01%;1,70%
02/10/2015;3,80%;-0,05%;1,37%;0,16%;1,80%
01/10/2015;0,56%;0,82%;-0,81%;0,58%;0,28%
30/09/2015;2,10%;-0,26%;1,38%;0,52%;2,86%
29/09/2015;0,40%;-1,01%;-1,04%;0,36%;2,34%
28/09/2015;-1,95%;0,86%;-0,95%;-0,73%;0,59%
25/09/2015;-1,02%;-0,18%;-0,07%;0,36%;0,74%
24/09/2015;-0,11%;-5,01%;1,89%;-0,78%;-1,53%
23/09/2015;-2,00%;2,39%;-0,92%;-0,62%;0,22%
22/09/2015;-0,70%;0,72%;1,50%;-0,32%;2,10%
21/09/2015;-1,43%;1,20%;0,25%;-0,52%;-2,20%
18/09/2015;-2,65%;0,04%;-0,43%;-0,56%;-1,01%
17/09/2015;0,00%;1,01%;0,67%;0,16%;3,21%
16/09/2015;2,51%;-0,13%;2,31%;0,05%;-0,81%
15/09/2015;0,17%;2,83%;-2,94%;0,29%;0,15%
14/09/2015;1,90%;-1,88%;1,20%;0,05%;2,66%
11/09/2015;-0,22%;0,30%;-1,32%;-0,46%;1,04%
10/09/2015;-0,33%;2,59%;-1,47%;-0,77%;1,68%
09/09/2015;-0,22%;-1,81%;-2,17%;-0,34%;-0,78%
08/09/2015;0,57%;0,94%;0,54%;0,02%;-2,57%
04/09/2015;-1,83%;1,61%;0,17%;-0,17%;1,11%
03/09/2015;1,94%;0,16%;-3,51%;-0,03%;1,51%
02/09/2015;2,17%;3,80%;2,67%;-0,12%;1,34%
01/09/2015;-2,46%;-1,31%;1,57%;-0,41%;0,71%
31/08/2015;-1,12%;0,30%;-5,89%;0,01%;2,35%
28/08/2015;-1,18%;0,79%;2,21%;0,14%;-0,24%
27/08/2015;3,64%;0,95%;1,52%;0,43%;0,08%
26/08/2015;3,35%;2,33%;1,52%;0,03%;-1,04%
25/08/2015;0,47%;1,45%;2,05%;-0,13%;0,24%
24/08/2015;-3,03%;-2,36%;0,26%;-0,04%;0,08%
21/08/2015;-1,99%;-2,21%;1,44%;0,04%;3,15%
20/08/2015;0,13%;-2,65%;-0,60%;0,21%;-0,98%
19/08/2015;-1,82%;0,05%;-0,14%;-0,20%;-0,41%
18/08/2015;0,49%;-0,86%;-0,12%;-0,17%;1,83%
17/08/2015;-0,61%;0,43%;0,00%;0,16%;-0,17%
14/08/2015;-1,04%;-0,51%;2,18%;-0,09%;0,84%
13/08/2015;-0,78%;1,12%;-0,41%;0,02%;0,00%
12/08/2015;-1,39%;-0,58%;0,11%;-0,06%;2,14%
11/08/2015;-0,57%;0,84%;0,60%;-0,13%;0,43%
10/08/2015;1,60%;-0,81%;1,20%;0,24%;-2,92%
07/08/2015;-2,87%;-1,13%;1,60%;-0,32%;1,78%
06/08/2015;-0,55%;0,79%;0,71%;-0,56%;1,55%
05/08/2015;0,46%;1,12%;1,89%;-0,18%;0,96%
04/08/2015;-0,16%;0,31%;0,66%;-0,36%;1,15%
03/08/2015;-1,43%;0,30%;-2,12%;0,09%;1,97%
31/07/2015;1,94%;1,18%;2,78%;0,28%;-1,33%
30/07/2015;-0,69%;1,40%;-0,42%;-0,06%;-2,59%
29/07/2015;1,30%;-0,61%;1,71%;0,09%;0,61%
28/07/2015;1,78%;1,61%;0,42%;-0,14%;-0,60%
27/07/2015;-1,04%;-0,14%;-0,28%;0,02%;0,00%
24/07/2015;-1,13%;0,57%;0,11%;-0,29%;-0,51%
23/07/2015;-2,18%;1,44%;0,19%;-0,35%;-1,60%
22/07/2015;-1,08%;1,41%;-0,05%;0,04%;-0,84%
21/07/2015;-0,24%;0,34%;-0,89%;-0,01%;1,70%
20/07/2015;-1,42%;-1,30%;0,71%;-0,13%;-0,42%
17/07/2015;-1,37%;1,54%;-0,28%;-0,07%;-2,24%
16/07/2015;0,32%;1,20%;0,05%;0,16%;4,96%
15/07/2015;-0,63%;-0,24%;-0,77%;0,30%;-2,54%
14/07/2015;0,23%;1,61%;-0,47%;-0,08%;-0,75%
13/07/2015;1,01%;-0,86%;1,43%;0,25%;0,75%
10/07/2015;1,56%;-0,72%;0,50%;-0,07%;0,00%
08/07/2015;-1,07%;-0,04%;0,73%;0,13%;0,43%
07/07/2015;0,37%;1,87%;1,43%;0,27%;-0,42%
06/07/2015;-0,70%;-0,76%;0,86%;-0,04%;1,20%
03/07/2015;-1,10%;2,01%;0,70%;-0,07%;-0,34%
02/07/2015;0,66%;-1,68%;-1,17%;0,04%;-1,68%
01/07/2015;-0,61%;1,83%;0,77%;0,44%;1,88%
30/06/2015;0,13%;-0,02%;0,91%;0,34%;0,69%
29/06/2015;-1,86%;-2,37%;1,23%;0,15%;-1,28%
26/06/2015;1,58%;0,66%;2,36%;0,03%;-0,59%
25/06/2015;-1,24%;0,15%;0,88%;0,02%;0,00%
24/06/2015;0,13%;-0,14%;-1,05%;0,18%;0,38%
23/06/2015;-0,17%;-0,33%;1,00%;-0,10%;-1,01%
22/06/2015;0,21%;-0,04%;1,46%;0,19%;2,02%
19/06/2015;-0,90%;1,09%;-0,50%;-0,17%;-0,77%
18/06/2015;1,86%;0,85%;0,97%;0,47%;-1,26%
17/06/2015;-0,84%;-1,00%;-1,15%;0,19%;-0,24%
16/06/2015;1,06%;-0,51%;-0,95%;0,31%;0,24%
15/06/2015;-0,39%;-0,16%;-0,81%;0,15%;-0,42%
12/06/2015;-0,64%;0,04%;-0,38%;0,14%;-1,97%
11/06/2015;-0,35%;-0,33%;1,48%;-0,06%;1,17%
10/06/2015;2,01%;1,76%;1,20%;0,30%;1,59%
09/06/2015;0,01%;-0,35%;0,51%;0,06%;-1,08%
08/06/2015;-0,31%;-2,00%;0,32%;-0,20%;-0,17%
05/06/2015;-1,03%;-0,44%;-0,06%;0,40%;1,01%
03/06/2015;-1,32%;0,21%;0,54%;0,21%;1,80%
02/06/2015;2,27%;-1,04%;-1,16%;0,21%;0,69%
01/06/2015;0,51%;-0,41%;0,38%;0,16%;-0,85%
29/05/2015;-2,25%;0,16%;0,83%;0,23%;-0,68%
28/05/2015;-0,48%;0,28%;0,53%;-0,11%;0,68%
27/05/2015;1,13%;0,96%;-0,61%;0,21%;-0,76%
26/05/2015;-1,79%;0,04%;0,93%;-0,36%;-0,04%
25/05/2015;0,43%;0,52%;-0,10%;0,17%;0,81%
22/05/2015;-1,33%;1,60%;1,04%;0,10%;0,86%
21/05/2015;0,38%;1,50%;-1,67%;0,24%;2,02%
20/05/2015;-1,08%;-1,33%;-0,30%;-0,06%;-1,30%
19/05/2015;-1,26%;0,90%;0,15%;-0,15%;-1,12%
18/05/2015;-1,82%;0,96%;-0,23%;0,00%;-0,43%
15/05/2015;1,04%;0,14%;-1,29%;0,30%;0,52%
14/05/2015;0,50%;-0,37%;2,18%;0,03%;0,78%
13/05/2015;-0,74%;0,64%;-0,48%;0,06%;1,76%
12/05/2015;-0,71%;-1,41%;-0,64%;0,04%;0,88%
11/05/2015;0,08%;1,98%;-1,56%;0,10%;0,82%
08/05/2015;0,40%;-0,26%;1,60%;0,09%;-0,36%
07/05/2015;-0,32%;-0,23%;-0,82%;-0,37%;-2,09%
06/05/2015;-1,63%;-1,09%;-1,09%;0,47%;0,78%
05/05/2015;1,22%;-1,69%;0,01%;0,29%;-2,83%
04/05/2015;2,00%;3,79%;0,13%;0,13%;-0,85%
30/04/2015;1,63%;0,66%;0,02%;0,50%;0,86%
29/04/2015;-0,87%;0,41%;1,24%;0,30%;-1,10%
28/04/2015;0,50%;0,83%;0,45%;0,11%;-2,40%
27/04/2015;-1,87%;-1,68%;1,82%;-0,01%;0,00%
24/04/2015;1,63%;-0,47%;1,18%;0,23%;0,41%
23/04/2015;1,95%;-0,65%;-0,17%;0,43%;0,42%
22/04/2015;1,59%;-0,45%;0,20%;0,21%;-0,41%
20/04/2015;-0,36%;0,70%;0,46%;0,01%;-1,87%
17/04/2015;-1,32%;-0,46%;0,84%;0,01%;-0,57%
16/04/2015;-0,45%;-1,78%;-0,46%;0,15%;-0,80%
15/04/2015;1,74%;0,81%;-0,23%;0,59%;1,22%
14/04/2015;-0,48%;-1,83%;-0,94%;-0,25%;0,16%
13/04/2015;0,05%;1,11%;0,71%;-0,02%;-0,32%
10/04/2015;0,76%;1,18%;0,70%;0,10%;-1,04%
09/04/2015;0,26%;0,51%;-1,50%;-0,01%;0,81%
08/04/2015;-0,13%;-2,27%;0,00%;0,19%;2,02%
07/04/2015;-0,02%;0,18%;-0,67%;0,09%;0,04%
06/04/2015;1,16%;0,55%;-0,42%;0,34%;0,33%
02/04/2015;1,53%;-1,14%;2,73%;0,15%;-1,71%
01/04/2015;2,29%;-0,73%;1,91%;0,48%;-1,37%
31/03/2015;-0,18%;-2,25%;1,49%;0,56%;2,89%
30/03/2015;2,29%;1,03%;-1,00%;0,14%;0,99%
27/03/2015;-0,96%;1,54%;-1,71%;0,45%;-0,24%
26/03/2015;-2,47%;-0,16%;-1,12%;0,02%;-1,23%
25/03/2015;0,68%;0,47%;-0,34%;0,12%;3,84%
24/03/2015;-0,78%;-1,19%;-0,94%;-0,12%;1,39%
23/03/2015;-0,11%;-2,98%;-0,23%;-0,09%;-0,52%
20/03/2015;1,99%;-1,11%;0,98%;-0,17%;0,04%
19/03/2015;-1,11%;2,71%;-1,41%;0,09%;1,27%
18/03/2015;2,47%;-0,49%;-0,64%;0,07%;-0,74%
17/03/2015;2,94%;-0,03%;-0,42%;0,00%;1,17%
16/03/2015;0,52%;1,43%;0,70%;-0,64%;0,89%
13/03/2015;-0,58%;2,06%;1,08%;-0,21%;0,44%
12/03/2015;-0,05%;2,36%;-1,20%;-0,07%;1,17%
11/03/2015;1,27%;0,06%;-1,27%;0,12%;-1,59%
10/03/2015;-1,80%;-2,22%;0,99%;-0,85%;1,80%
09/03/2015;-1,60%;2,97%;-1,80%;0,02%;0,45%
06/03/2015;-0,76%;-0,12%;-0,20%;0,07%;-0,45%
05/03/2015;-0,20%;1,26%;-3,96%;-0,12%;1,74%
04/03/2015;-1,63%;1,76%;0,78%;-0,27%;-1,98%
03/03/2015;0,56%;0,50%;1,06%;-0,37%;1,64%
02/03/2015;-1,09%;1,93%;1,08%;-0,36%;-0,90%
27/02/2015;-0,34%;-1,29%;1,40%;0,08%;-0,09%
26/02/2015;-0,10%;0,18%;0,53%;0,37%;-1,69%
25/02/2015;-0,12%;1,23%;-1,54%;-0,34%;0,63%
24/02/2015;1,16%;-0,67%;-1,92%;0,29%;0,99%
23/02/2015;0,08%;-0,23%;-0,67%;0,11%;1,23%
20/02/2015;-0,11%;0,57%;0,38%;-0,29%;-1,00%
19/02/2015;0,03%;1,43%;-0,50%;0,04%;-0,76%
18/02/2015;1,27%;0,37%;1,32%;0,03%;2,11%
13/02/2015;2,23%;0,55%;-0,02%;0,09%;-1,36%
12/02/2015;2,68%;-0,75%;3,51%;0,39%;1,38%
11/02/2015;-0,56%;1,71%;0,03%;0,07%;3,46%
10/02/2015;-1,77%;2,46%;-0,44%;-0,42%;-0,98%
09/02/2015;1,21%;-0,62%;0,91%;-0,27%;0,37%
06/02/2015;-0,90%;1,43%;2,15%;-0,09%;0,19%
05/02/2015;-0,14%;0,54%;1,45%;-0,12%;-0,66%
04/02/2015;0,69%;2,35%;0,43%;-0,19%;0,19%
03/02/2015;2,76%;2,56%;2,59%;0,02%;-0,84%
02/02/2015;1,58%;-0,68%;1,38%;0,07%;-1,20%
30/01/2015;-1,79%;2,51%;-0,44%;-0,06%;0,46%
29/01/2015;0,14%;0,30%;0,19%;0,18%;1,46%
28/01/2015;-1,85%;0,11%;0,28%;-0,14%;-0,05%
27/01/2015;0,03%;-1,23%;-0,01%;-0,27%;2,40%
26/01/2015;-0,41%;-0,24%;-0,56%;-0,19%;0,00%
23/01/2015;-1,35%;0,99%;0,39%;-0,04%;-0,57%
22/01/2015;0,44%;-0,34%;0,54%;0,33%;2,55%
21/01/2015;2,81%;0,49%;0,40%;-0,07%;-1,64%
20/01/2015;0,25%;-0,93%;0,14%;-0,26%;-1,24%
19/01/2015;-2,57%;0,69%;-0,82%;0,20%;-0,33%
16/01/2015;2,06%;-0,22%;0,17%;0,39%;1,20%
15/01/2015;0,80%;0,89%;1,78%;0,83%;2,06%
14/01/2015;-0,82%;-1,67%;0,72%;0,07%;0,59%
13/01/2015;-0,20%;-1,55%;0,84%;0,02%;-1,74%
12/01/2015;-1,43%;0,18%;0,93%;0,27%;0,68%
09/01/2015;-2,21%;-1,88%;0,88%;0,19%;1,49%
08/01/2015;0,97%;1,14%;0,33%;0,11%;1,00%
07/01/2015;3,05%;0,58%;0,61%;0,26%;-1,77%
06/01/2015;1,02%;-1,61%;1,02%;-0,40%;-0,20%
05/01/2015;-2,05%;-0,09%;2,55%;0,47%;-1,45%
02/01/2015;-2,99%;0,74%;0,63%;0,73%;-1,71%
30/12/2014;-1,16%;-3,25%;-0,05%;0,30%;1,25%
29/12/2014;0,90%;1,24%;-0,60%;0,23%;-0,48%
26/12/2014;-1,46%;-1,36%;0,43%;0,41%;0,48%
23/12/2014;1,53%;5,06%;0,40%;0,37%;1,46%
22/12/2014;0,95%;-2,29%;-0,82%;-0,30%;0,49%
19/12/2014;2,38%;1,58%;-1,07%;0,40%;2,00%
18/12/2014;-0,45%;0,51%;0,02%;0,43%;0,50%
17/12/2014;3,63%;-1,32%;0,19%;0,64%;-1,00%
16/12/2014;-0,02%;1,89%;0,27%;-1,25%;0,50%
15/12/2014;-2,05%;-0,53%;-0,38%;-0,08%;1,42%
12/12/2014;-3,73%;-0,04%;-0,99%;-0,62%;0,61%
11/12/2014;0,63%;0,81%;-0,34%;-0,09%;0,72%
10/12/2014;-1,29%;0,24%;-0,03%;-0,01%;0,52%
09/12/2014;-0,16%;-1,06%;-1,25%;-0,37%;-0,21%
08/12/2014;-3,31%;0,04%;0,42%;-0,57%;-1,02%
05/12/2014;1,10%;1,09%;-0,80%;0,15%;0,51%
04/12/2014;-1,71%;0,76%;-0,31%;-0,12%;1,25%
03/12/2014;1,37%;-0,11%;0,66%;-0,56%;-1,73%
02/12/2014;-1,27%;1,05%;1,38%;-0,29%;-1,01%
01/12/2014;-4,47%;-1,39%;0,00%;-0,48%;0,51%
28/11/2014;0,00%;2,39%;-0,83%;0,36%;-0,10%
27/11/2014;-0,68%;0,30%;-0,11%;-0,03%;2,49%
26/11/2014;-0,83%;-1,13%;-0,06%;0,21%;1,10%
25/11/2014;0,28%;-0,69%;0,20%;0,20%;0,00%
24/11/2014;-1,21%;1,38%;0,94%;0,56%;-0,47%
21/11/2014;5,02%;-1,49%;0,15%;0,19%;-0,13%
19/11/2014;2,58%;-0,61%;-0,71%;-0,27%;2,05%
18/11/2014;1,57%;0,80%;-2,10%;-0,15%;0,86%
17/11/2014;-1,00%;-0,65%;-0,57%;-0,20%;-1,06%
14/11/2014;-0,14%;0,22%;2,57%;-0,17%;0,00%
13/11/2014;-2,14%;1,38%;0,60%;-0,68%;0,22%
12/11/2014;0,96%;0,02%;1,09%;-0,38%;0,85%
11/11/2014;-0,48%;0,68%;1,31%;-0,77%;-3,63%
10/11/2014;-0,93%;-0,47%;-0,33%;-0,48%;-1,43%
07/11/2014;1,11%;1,17%;0,36%;-0,19%;-1,11%
06/11/2014;-1,98%;2,11%;0,14%;-0,39%;1,54%
04/11/2014;-1,26%;-0,16%;0,35%;-0,31%;-1,91%
03/11/2014;0,81%;1,89%;0,74%;-0,16%;0,71%
31/10/2014;-1,25%;1,82%;-0,22%;-0,29%;-0,75%
29/10/2014;4,38%;-0,24%;0,16%;0,14%;0,96%
28/10/2014;2,52%;-1,08%;0,09%;0,31%;1,55%
27/10/2014;-2,45%;2,35%;2,14%;-0,10%;-0,21%
24/10/2014;3,62%;-1,59%;-0,15%;0,18%;0,73%
23/10/2014;-2,77%;2,14%;-0,53%;-0,74%;2,44%
22/10/2014;2,42%;0,50%;-0,18%;0,02%;0,21%
21/10/2014;-3,24%;2,43%;-0,43%;-0,31%;-1,05%
20/10/2014;-0,04%;1,63%;-0,22%;-0,07%;2,15%
17/10/2014;-3,44%;-0,21%;-1,56%;-0,41%;-0,85%
16/10/2014;-2,55%;2,42%;-0,45%;-0,25%;0,86%
15/10/2014;2,63%;-0,63%;-0,26%;0,23%;-2,11%
14/10/2014;-3,27%;0,31%;-0,38%;-0,22%;-1,86%
13/10/2014;-3,24%;-2,52%;1,59%;-0,10%;0,83%
10/10/2014;0,10%;0,26%;0,69%;0,15%;1,05%
09/10/2014;4,78%;-1,46%;-0,37%;-0,02%;0,00%
08/10/2014;-3,42%;0,25%;1,00%;0,17%;1,06%
07/10/2014;0,37%;-2,31%;-1,29%;0,05%;-0,95%
06/10/2014;-0,66%;-1,87%;1,56%;-0,19%;2,04%
03/10/2014;0,56%;0,57%;0,62%;0,31%;-1,48%
02/10/2014;4,72%;0,20%;-0,11%;0,17%;0,97%
01/10/2014;1,91%;0,29%;1,43%;-0,56%;1,40%
30/09/2014;1,25%;-0,16%;1,62%;-0,09%;-0,22%
29/09/2014;-2,32%;0,97%;1,34%;0,00%;-0,65%
26/09/2014;-0,93%;0,25%;-0,93%;0,23%;0,00%
25/09/2014;-4,52%;0,10%;-2,10%;-0,42%;0,00%
24/09/2014;2,23%;-0,25%;-1,86%;0,26%;1,75%
23/09/2014;-1,52%;0,12%;2,16%;0,07%;-0,76%
22/09/2014;0,50%;-0,27%;-0,80%;0,03%;0,33%
19/09/2014;-0,49%;0,60%;0,90%;0,15%;0,55%
18/09/2014;-1,68%;0,69%;-0,06%;-0,12%;0,11%
17/09/2014;-1,00%;1,29%;0,99%;-0,38%;0,33%
16/09/2014;-1,24%;0,25%;0,32%;0,15%;0,33%
15/09/2014;-0,01%;0,19%;-1,18%;0,25%;-1,52%
12/09/2014;2,01%;1,47%;1,86%;0,06%;-0,54%
11/09/2014;1,79%;-0,17%;1,36%;0,26%;0,00%
10/09/2014;-2,42%;0,69%;0,28%;-0,06%;-0,11%
09/09/2014;0,24%;0,33%;-0,74%;0,17%;-0,54%
08/09/2014;-0,81%;1,06%;0,79%;-0,10%;0,11%
05/09/2014;-0,87%;-0,13%;-0,65%;0,12%;0,22%
04/09/2014;-2,45%;0,46%;0,14%;-0,24%;-0,32%
03/09/2014;-0,19%;-0,88%;-0,25%;-0,35%;0,65%
02/09/2014;-1,68%;0,71%;-3,35%;0,18%;-0,43%
01/09/2014;-0,10%;0,07%;0,59%;0,01%;-0,76%
29/08/2014;1,23%;0,04%;0,66%;0,32%;-0,41%
28/08/2014;-0,24%;-0,90%;0,41%;0,03%;-0,42%
27/08/2014;1,65%;-0,35%;0,87%;0,53%;-0,74%
26/08/2014;-1,08%;-0,80%;0,94%;0,36%;-0,21%
25/08/2014;1,89%;0,70%;0,06%;0,44%;-0,73%
22/08/2014;0,14%;1,06%;0,18%;-0,12%;-0,52%
21/08/2014;2,27%;0,80%;0,65%;-0,14%;1,58%
19/08/2014;-0,99%;0,20%;0,90%;-0,09%;1,60%
18/08/2014;0,19%;0,69%;-0,05%;0,45%;0,32%
15/08/2014;0,73%;-0,25%;1,21%;-0,28%;0,22%
14/08/2014;1,54%;-0,11%;0,14%;0,14%;-0,53%
13/08/2014;1,05%;0,92%;-0,21%;-0,16%;0,21%
12/08/2014;2,12%;-0,43%;0,65%;0,41%;0,76%
11/08/2014;0,36%;0,22%;1,62%;-0,09%;-0,22%
08/08/2014;-1,53%;0,59%;-0,38%;0,21%;1,09%
07/08/2014;-0,30%;0,36%;0,68%;-0,15%;-1,82%
06/08/2014;1,87%;-0,25%;1,43%;0,11%;1,30%
05/08/2014;-1,09%;0,25%;0,33%;-0,18%;-0,75%
04/08/2014;-0,53%;0,16%;0,27%;-0,08%;-0,53%
01/08/2014;0,51%;-0,88%;0,17%;-0,26%;-1,48%
31/07/2014;-0,73%;-0,58%;-0,90%;-0,33%;2,26%
30/07/2014;1,28%;0,31%;0,70%;-0,56%;0,76%
29/07/2014;0,13%;0,27%;-0,14%;0,04%;-0,81%
28/07/2014;-1,84%;-0,16%;-0,46%;0,06%;-2,77%
25/07/2014;-0,42%;-0,16%;-0,41%;-0,01%;0,52%
23/07/2014;-1,00%;0,63%;-0,69%;0,41%;1,07%
22/07/2014;-0,22%;0,25%;-0,26%;-0,30%;0,75%
21/07/2014;-0,27%;-0,72%;0,13%;0,06%;-0,53%
18/07/2014;0,97%;-0,31%;0,87%;0,16%;0,11%
17/07/2014;-0,97%;0,40%;0,14%;-0,06%;-0,32%
16/07/2014;0,61%;0,38%;-0,16%;0,37%;0,32%
15/07/2014;1,09%;0,34%;-0,04%;0,41%;-0,32%
14/07/2014;2,47%;0,20%;-0,42%;0,08%;0,64%
11/07/2014;-0,14%;0,07%;-0,06%;0,23%;0,43%
10/07/2014;-0,46%;-0,83%;0,05%;-0,15%;0,54%
07/07/2014;0,41%;0,02%;-0,34%;0,11%;-1,07%
04/07/2014;1,75%;0,05%;-0,04%;0,22%;0,54%
03/07/2014;0,35%;0,09%;-0,90%;-0,08%;0,54%
02/07/2014;1,79%;0,98%;0,81%;-0,19%;1,09%
01/07/2014;-0,31%;0,46%;0,05%;0,36%;0,55%
30/06/2014;-0,47%;0,64%;0,15%;-0,23%;-1,09%
27/06/2014;0,34%;0,05%;0,79%;-0,11%;0,00%
26/06/2014;1,59%;-0,55%;-0,13%;0,01%;-0,54%
25/06/2014;-0,27%;-0,66%;-0,30%;0,19%;0,00%
